relative_path,filename,folder,hand_id,doc_id,scan_index,scan_explicit,repository,shelfmark,note,main_document,reason,parse_ok,collision_key
hand/KA_8/164_2_ADNLille_B 400_1474.jpeg,164_2_ADNLille_B 400_1474.jpeg,hand/KA_8,KA_8,164,2,1,ADN Lille,B 400_1474,,1,,1,adn lille|b 400 1474
hand/KA_8/164_3_ADNLille_B 400_1474.jpeg,164_3_ADNLille_B 400_1474.jpeg,hand/KA_8,KA_8,164,3,1,ADN Lille,B 400_1474,,0,sibling_scan_of=164_2_ADNLille_B 400_1474.jpeg,1,adn lille|b 400 1474
hand/KA_8/168_2_ADN Lille B 1162_1409.jpeg,168_2_ADN Lille B 1162_1409.jpeg,hand/KA_8,KA_8,168,2,1,ADN Lille,B 1162_1409,,1,,1,adn lille|b 1162 1409
hand/KA_8/168_3_ADN Lille B 1162_1409.jpeg,168_3_ADN Lille B 1162_1409.jpeg,hand/KA_8,KA_8,168,3,1,ADN Lille,B 1162_1409,,0,sibling_scan_of=168_2_ADN Lille B 1162_1409.jpeg,1,adn lille|b 1162 1409
hand/KA_8/178_8_ADNLille_B 1528_1294 (Groot).JPG,178_8_ADNLille_B 1528_1294 (Groot).JPG,hand/KA_8,KA_8,178,8,1,ADN Lille,B 1528_1294,Groot,1,,1,adn lille|b 1528 1294
hand/KA_8/188_1_AMDouai_AA_48 (Groot).jpg,188_1_AMDouai_AA_48 (Groot).jpg,hand/KA_8,KA_8,188,1,1,AM Douai,AA_48,Groot,1,,1,am douai|aa 48
hand/KA_8/197_1_ADNLille_16 G 291_2556 (Groot) JPG.JPG,197_1_ADNLille_16 G 291_2556 (Groot) JPG.JPG,hand/KA_8,KA_8,197,1,1,ADN Lille,16 G 291_2556 (Groot) JPG,,1,,1,adn lille|16 g 291 2556 (groot) jpg
hand/KA_8/206_1_ADN Lille_1H 322_3324 (Groot).JPG,206_1_ADN Lille_1H 322_3324 (Groot).JPG,hand/KA_8,KA_8,206,1,1,ADN Lille,1H 322_3324,Groot,1,,1,adn lille|1h 322 3324
hand/KA_8/208_1_ADN Lille 1H 330_3372.jpeg,208_1_ADN Lille 1H 330_3372.jpeg,hand/KA_8,KA_8,208,1,1,ADN Lille,1H 330_3372,,1,,1,adn lille|1h 330 3372
hand/KA_8/210_1_ADN Lille 1H 400_3667.jpeg,210_1_ADN Lille 1H 400_3667.jpeg,hand/KA_8,KA_8,210,1,1,ADN Lille,1H 400_3667,,1,,1,adn lille|1h 400 3667
hand/KA_8/229_2_ADN Lille 10H 210_3434.jpeg,229_2_ADN Lille 10H 210_3434.jpeg,hand/KA_8,KA_8,229,2,1,ADN Lille,10H 210_3434,,1,,1,adn lille|10h 210 3434
hand/KA_8/229_3_ADN Lille 10H 210_3434.jpeg,229_3_ADN Lille 10H 210_3434.jpeg,hand/KA_8,KA_8,229,3,1,ADN Lille,10H 210_3434,,0,sibling_scan_of=229_2_ADN Lille 10H 210_3434.jpeg,1,adn lille|10h 210 3434
hand/KA_8/230_1_ADN Lille_10H 210_3435 (Groot).JPG,230_1_ADN Lille_10H 210_3435 (Groot).JPG,hand/KA_8,KA_8,230,1,1,ADN Lille,10H 210_3435,Groot,1,,1,adn lille|10h 210 3435
hand/KA_8/231_1_ADN Lille 10H 210_3436.jpeg,231_1_ADN Lille 10H 210_3436.jpeg,hand/KA_8,KA_8,231,1,1,ADN Lille,10H 210_3436,,1,,1,adn lille|10h 210 3436
hand/KA_8/231_3_ADN Lille 10H 210_3436.jpeg,231_3_ADN Lille 10H 210_3436.jpeg,hand/KA_8,KA_8,231,3,1,ADN Lille,10H 210_3436,,0,sibling_scan_of=231_1_ADN Lille 10H 210_3436.jpeg,1,adn lille|10h 210 3436
hand/KA_8/241_1_ADN Lille_27H 53_774 .jpeg,241_1_ADN Lille_27H 53_774 .jpeg,hand/KA_8,KA_8,241,1,1,ADN Lille,27H 53_774,,1,,1,adn lille|27h 53 774
hand/KA_8/241_3_ADN Lille_27H 53_774 .jpeg,241_3_ADN Lille_27H 53_774 .jpeg,hand/KA_8,KA_8,241,3,1,ADN Lille,27H 53_774,,0,sibling_scan_of=241_1_ADN Lille_27H 53_774 .jpeg,1,adn lille|27h 53 774
hand/KA_8/262_1_ADN Lille_30H 31_593 (Groot).JPG,262_1_ADN Lille_30H 31_593 (Groot).JPG,hand/KA_8,KA_8,262,1,1,ADN Lille,30H 31_593,Groot,1,,1,adn lille|30h 31 593
hand/KA_8/264_1_ADN Lille_30H 55_852 (Groot).JPG,264_1_ADN Lille_30H 55_852 (Groot).JPG,hand/KA_8,KA_8,264,1,1,ADN Lille,30H 55_852,Groot,1,,1,adn lille|30h 55 852
hand/KA_8/266_1_ADN Lille_30H 55_855 (Groot).JPG,266_1_ADN Lille_30H 55_855 (Groot).JPG,hand/KA_8,KA_8,266,1,1,ADN Lille,30H 55_855,Groot,1,,1,adn lille|30h 55 855
hand/KA_8/268_1_ADN Lille_30H 57_884 (Groot).JPG,268_1_ADN Lille_30H 57_884 (Groot).JPG,hand/KA_8,KA_8,268,1,1,ADN Lille,30H 57_884,Groot,1,,1,adn lille|30h 57 884
hand/KA_8/26_2_RABrugge INV120_7405.jpeg,26_2_RABrugge INV120_7405.jpeg,hand/KA_8,KA_8,26,2,1,RA Brugge,INV120_7405,,1,,1,ra brugge|inv120 7405
hand/KA_8/272_1_ADN Lille_31H 2_14 (Groot).JPG,272_1_ADN Lille_31H 2_14 (Groot).JPG,hand/KA_8,KA_8,272,1,1,ADN Lille,31H 2_14,Groot,1,,1,adn lille|31h 2 14
hand/KA_8/288_1_ADN Lille 31H 13_188.jpeg,288_1_ADN Lille 31H 13_188.jpeg,hand/KA_8,KA_8,288,1,1,ADN Lille,31H 13_188,,1,,1,adn lille|31h 13 188
hand/KA_8/295_1_ADN Lille_31H14_198 (Groot).JPG,295_1_ADN Lille_31H14_198 (Groot).JPG,hand/KA_8,KA_8,295,1,1,ADN Lille,31H14_198,Groot,1,,1,adn lille|31h14 198
hand/KA_8/296_1_ADN Lille_31H14_199 (Groot).JPG,296_1_ADN Lille_31H14_199 (Groot).JPG,hand/KA_8,KA_8,296,1,1,ADN Lille,31H14_199,Groot,1,,1,adn lille|31h14 199
hand/KA_8/29_3_RABrugge_INV 120_7427.jpeg,29_3_RABrugge_INV 120_7427.jpeg,hand/KA_8,KA_8,29,3,1,RA Brugge,INV 120_7427,,1,,1,ra brugge|inv 120 7427
hand/KA_8/300_2_ADN Lille_31H14_204 (Groot).JPG,300_2_ADN Lille_31H14_204 (Groot).JPG,hand/KA_8,KA_8,300,2,1,ADN Lille,31H14_204,Groot,1,,1,adn lille|31h14 204
hand/KA_8/302_1_ADN Lille_31H 14_211 (Groot).JPG,302_1_ADN Lille_31H 14_211 (Groot).JPG,hand/KA_8,KA_8,302,1,1,ADN Lille,31H 14_211,Groot,1,,1,adn lille|31h 14 211
hand/KA_8/302_2_ADN Lille_31H14_211 (Groot).JPG,302_2_ADN Lille_31H14_211 (Groot).JPG,hand/KA_8,KA_8,302,2,1,ADN Lille,31H14_211,Groot,0,sibling_scan_of=302_1_ADN Lille_31H 14_211 (Groot).JPG,1,adn lille|31h14 211
hand/KA_8/30_2_RABrugge_INV 120_7435 .jpeg,30_2_RABrugge_INV 120_7435 .jpeg,hand/KA_8,KA_8,30,2,1,RA Brugge,INV 120_7435,,0,duplicate_path_of=hand/KA_10/30_2_RABrugge_INV 120_7435 .jpeg,1,ra brugge|inv 120 7435
hand/KA_8/312_1_ADN Lille_31H62_966 (Groot).JPG,312_1_ADN Lille_31H62_966 (Groot).JPG,hand/KA_8,KA_8,312,1,1,ADN Lille,31H62_966,Groot,1,,1,adn lille|31h62 966
hand/KA_8/315_1_ADN Lille_31H63_975  (Groot).JPG,315_1_ADN Lille_31H63_975  (Groot).JPG,hand/KA_8,KA_8,315,1,1,ADN Lille,31H63_975,Groot,1,,1,adn lille|31h63 975
hand/KA_8/322_1_ADN Lille_31H87_1585 (Groot).JPG,322_1_ADN Lille_31H87_1585 (Groot).JPG,hand/KA_8,KA_8,322,1,1,ADN Lille,31H87_1585,Groot,1,,1,adn lille|31h87 1585
hand/KA_8/325_2_ADN Lille_32H16_183 (Groot).JPG,325_2_ADN Lille_32H16_183 (Groot).JPG,hand/KA_8,KA_8,325,2,1,ADN Lille,32H16_183,Groot,1,,1,adn lille|32h16 183
hand/KA_8/330_2_ADN Lille_33H3_67 (Groot).JPG,330_2_ADN Lille_33H3_67 (Groot).JPG,hand/KA_8,KA_8,330,2,1,ADN Lille,33H3_67,Groot,1,,1,adn lille|33h3 67
hand/KA_8/331_2_ADN Lille_33H31_486.jpeg,331_2_ADN Lille_33H31_486.jpeg,hand/KA_8,KA_8,331,2,1,ADN Lille,33H31_486,,1,,1,adn lille|33h31 486
hand/KA_8/331_3_ADN Lille_33H31_486.jpeg,331_3_ADN Lille_33H31_486.jpeg,hand/KA_8,KA_8,331,3,1,ADN Lille,33H31_486,,0,sibling_scan_of=331_2_ADN Lille_33H31_486.jpeg,1,adn lille|33h31 486
hand/KA_8/336_1_ADN Lille_33H48_735 (Groot).JPG,336_1_ADN Lille_33H48_735 (Groot).JPG,hand/KA_8,KA_8,336,1,1,ADN Lille,33H48_735,Groot,1,,1,adn lille|33h48 735
hand/KA_8/338_2_ADN Lille_33H54_910 .jpeg,338_2_ADN Lille_33H54_910 .jpeg,hand/KA_8,KA_8,338,2,1,ADN Lille,33H54_910,,1,,1,adn lille|33h54 910
hand/KA_8/338_3_ADN Lille_33H54_910 .jpeg,338_3_ADN Lille_33H54_910 .jpeg,hand/KA_8,KA_8,338,3,1,ADN Lille,33H54_910,,0,sibling_scan_of=338_2_ADN Lille_33H54_910 .jpeg,1,adn lille|33h54 910
hand/KA_8/343_1_ADN Lille_33H56_998 (Groot).JPG,343_1_ADN Lille_33H56_998 (Groot).JPG,hand/KA_8,KA_8,343,1,1,ADN Lille,33H56_998,Groot,1,,1,adn lille|33h56 998
hand/KA_8/348_2_ADN Lille_33H62_1106.jpeg,348_2_ADN Lille_33H62_1106.jpeg,hand/KA_8,KA_8,348,2,1,ADN Lille,33H62_1106,,1,,1,adn lille|33h62 1106
hand/KA_8/348_3_ADN Lille_33H62_1106.jpeg,348_3_ADN Lille_33H62_1106.jpeg,hand/KA_8,KA_8,348,3,1,ADN Lille,33H62_1106,,0,sibling_scan_of=348_2_ADN Lille_33H62_1106.jpeg,1,adn lille|33h62 1106
hand/KA_8/354_1_ADN Lille_36H283_4482 (Groot).JPG,354_1_ADN Lille_36H283_4482 (Groot).JPG,hand/KA_8,KA_8,354,1,1,ADN Lille,36H283_4482,Groot,1,,1,adn lille|36h283 4482
hand/KA_8/358_2_ADN Lille_38H68_330.jpeg,358_2_ADN Lille_38H68_330.jpeg,hand/KA_8,KA_8,358,2,1,ADN Lille,38H68_330,,1,,1,adn lille|38h68 330
hand/KA_8/368_2_ADN Lille_51H 4_24.jpeg,368_2_ADN Lille_51H 4_24.jpeg,hand/KA_8,KA_8,368,2,1,ADN Lille,51H 4_24,,1,,1,adn lille|51h 4 24
hand/KA_8/372_1_ADN Lille_51H4_23 (Groot).JPG,372_1_ADN Lille_51H4_23 (Groot).JPG,hand/KA_8,KA_8,372,1,1,ADN Lille,51H4_23,Groot,1,,1,adn lille|51h4 23
hand/KA_8/374_1_ADN Lille_51H26_154 (Groot).JPG,374_1_ADN Lille_51H26_154 (Groot).JPG,hand/KA_8,KA_8,374,1,1,ADN Lille,51H26_154,Groot,1,,1,adn lille|51h26 154
hand/KA_8/374_2_ADN Lille_51H26_154 (Groot).JPG,374_2_ADN Lille_51H26_154 (Groot).JPG,hand/KA_8,KA_8,374,2,1,ADN Lille,51H26_154,Groot,0,sibling_scan_of=374_1_ADN Lille_51H26_154 (Groot).JPG,1,adn lille|51h26 154
hand/KA_8/376_2_ADN Lille_59H 5_42.jpeg,376_2_ADN Lille_59H 5_42.jpeg,hand/KA_8,KA_8,376,2,1,ADN Lille,59H 5_42,,1,,1,adn lille|59h 5 42
hand/KA_8/376_3_ADN Lille_59H 5_42.jpeg,376_3_ADN Lille_59H 5_42.jpeg,hand/KA_8,KA_8,376,3,1,ADN Lille,59H 5_42,,0,sibling_scan_of=376_2_ADN Lille_59H 5_42.jpeg,1,adn lille|59h 5 42
hand/KA_8/379_1_ADN Lille_59H 5_45 (Groot).JPG,379_1_ADN Lille_59H 5_45 (Groot).JPG,hand/KA_8,KA_8,379,1,1,ADN Lille,59H 5_45,Groot,1,,1,adn lille|59h 5 45
hand/KA_8/379_2_ADN Lille_59H5_45 (Groot).JPG,379_2_ADN Lille_59H5_45 (Groot).JPG,hand/KA_8,KA_8,379,2,1,ADN Lille,59H5_45,Groot,0,sibling_scan_of=379_1_ADN Lille_59H 5_45 (Groot).JPG,1,adn lille|59h5 45
hand/KA_8/380_2_ADN Lille_59H 5_46.jpeg,380_2_ADN Lille_59H 5_46.jpeg,hand/KA_8,KA_8,380,2,1,ADN Lille,59H 5_46,,1,,1,adn lille|59h 5 46
hand/KA_8/380_4_ADN Lille_59H 5_46.jpeg,380_4_ADN Lille_59H 5_46.jpeg,hand/KA_8,KA_8,380,4,1,ADN Lille,59H 5_46,,0,sibling_scan_of=380_2_ADN Lille_59H 5_46.jpeg,1,adn lille|59h 5 46
hand/KA_8/384_3_ADN Lille_59H71_309 (Groot).JPG,384_3_ADN Lille_59H71_309 (Groot).JPG,hand/KA_8,KA_8,384,3,1,ADN Lille,59H71_309,Groot,1,,1,adn lille|59h71 309
hand/KA_8/409_3_ADN Lille_211H1_2 (Groot).JPG,409_3_ADN Lille_211H1_2 (Groot).JPG,hand/KA_8,KA_8,409,3,1,ADN Lille,211H1_2,Groot,1,,1,adn lille|211h1 2
hand/KA_8/415_1_ADN Lille 31H54_841 (DiBe 22526).jpg,415_1_ADN Lille 31H54_841 (DiBe 22526).jpg,hand/KA_8,KA_8,415,1,1,ADN Lille,31H54_841,DiBe 22526,1,,1,adn lille|31h54 841
hand/KA_8/43_2_ADN Lille B 1499_1103.jpeg,43_2_ADN Lille B 1499_1103.jpeg,hand/KA_8,KA_8,43,2,1,ADN Lille,B 1499_1103,,1,,1,adn lille|b 1499 1103
hand/KA_8/43_3_ADN Lille B 1499_1103.jpeg,43_3_ADN Lille B 1499_1103.jpeg,hand/KA_8,KA_8,43,3,1,ADN Lille,B 1499_1103,,0,sibling_scan_of=43_2_ADN Lille B 1499_1103.jpeg,1,adn lille|b 1499 1103
hand/KA_8/446_3_RAGent K14_2987.jpeg,446_3_RAGent K14_2987.jpeg,hand/KA_8,KA_8,446,3,1,RA Gent,K14_2987,,1,,1,ra gent|k14 2987
hand/KA_8/446_5_RAGent K14_2987.jpeg,446_5_RAGent K14_2987.jpeg,hand/KA_8,KA_8,446,5,1,RA Gent,K14_2987,,0,sibling_scan_of=446_3_RAGent K14_2987.jpeg,1,ra gent|k14 2987
hand/KA_8/44_1_ANParijs_J 540_I-5-22 (Groot).jpg,44_1_ANParijs_J 540_I-5-22 (Groot).jpg,hand/KA_8,KA_8,44,1,1,AN Paris,J 540_I-5-22,Groot,1,,1,an paris|j 540 i-5-22
hand/KA_8/458_2_RAGent_K16_39.jpeg,458_2_RAGent_K16_39.jpeg,hand/KA_8,KA_8,458,2,1,RA Gent,K16_39,,0,duplicate_path_of=hand/KA_10/458_2_RAGent_K16_39.jpeg,1,ra gent|k16 39
hand/KA_8/459_1_ARA T014_2011.jpeg,459_1_ARA T014_2011.jpeg,hand/KA_8,KA_8,459,1,1,ARA,T014_2011,,1,,1,ara|t014 2011
hand/KA_8/459_2_ARA T014_2011.jpeg,459_2_ARA T014_2011.jpeg,hand/KA_8,KA_8,459,2,1,ARA,T014_2011,,0,sibling_scan_of=459_1_ARA T014_2011.jpeg,1,ara|t014 2011
hand/KA_8/468_1_SAGent_94_77.jpeg,468_1_SAGent_94_77.jpeg,hand/KA_8,KA_8,468,1,1,SA Gent,94_77,,1,,1,sa gent|94 77
hand/KA_8/477_2_ADN Lille B 1359_1293.jpeg,477_2_ADN Lille B 1359_1293.jpeg,hand/KA_8,KA_8,477,2,1,ADN Lille,B 1359_1293,,1,,1,adn lille|b 1359 1293
hand/KA_8/47_1_SAGent_94_75.jpeg,47_1_SAGent_94_75.jpeg,hand/KA_8,KA_8,47,1,1,SA Gent,94_75,,1,,1,sa gent|94 75
hand/KA_8/482_3_ADN Lille B 4033_1514.jpeg,482_3_ADN Lille B 4033_1514.jpeg,hand/KA_8,KA_8,482,3,1,ADN Lille,B 4033_1514,,1,,1,adn lille|b 4033 1514
hand/KA_8/50_1_RABrugge_INV 100_102 (Groot).JPG,50_1_RABrugge_INV 100_102 (Groot).JPG,hand/KA_8,KA_8,50,1,1,RA Brugge,INV 100_102,Groot,1,,1,ra brugge|inv 100 102
hand/KA_8/520_1_ADN Lille_Archives hospitalières de Seclin B 6_183.JPG,520_1_ADN Lille_Archives hospitalières de Seclin B 6_183.JPG,hand/KA_8,KA_8,520,1,1,ADN Lille,Archives hospitalières de Seclin B 6_183,,1,,1,adn lille|archives hospitalières de seclin b 6 183
hand/KA_8/53_2_ADN Lille 1G 254_1584.jpeg,53_2_ADN Lille 1G 254_1584.jpeg,hand/KA_8,KA_8,53,2,1,ADN Lille,1G 254_1584,,1,,1,adn lille|1g 254 1584
hand/KA_8/53_3_ADN Lille 1G 254_1584.jpeg,53_3_ADN Lille 1G 254_1584.jpeg,hand/KA_8,KA_8,53,3,1,ADN Lille,1G 254_1584,,0,sibling_scan_of=53_2_ADN Lille 1G 254_1584.jpeg,1,adn lille|1g 254 1584
hand/KA_8/53_5_ADN Lille 1G 254_1584.jpeg,53_5_ADN Lille 1G 254_1584.jpeg,hand/KA_8,KA_8,53,5,1,ADN Lille,1G 254_1584,,0,sibling_scan_of=53_2_ADN Lille 1G 254_1584.jpeg,1,adn lille|1g 254 1584
hand/KA_8/549_4_SAGent 94_76.jpeg,549_4_SAGent 94_76.jpeg,hand/KA_8,KA_8,549,4,1,SA Gent,94_76,,1,,1,sa gent|94 76
hand/KA_8/550_2_ADN Lille B445_1193.jpeg,550_2_ADN Lille B445_1193.jpeg,hand/KA_8,KA_8,550,2,1,ADN Lille,B445_1193,,1,,1,adn lille|b445 1193
hand/KA_8/555_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_883.jpeg,555_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_883.jpeg,hand/KA_8,KA_8,555,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_883,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 883
hand/KA_8/556_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_854.jpeg,556_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_854.jpeg,hand/KA_8,KA_8,556,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_854,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 854
hand/KA_8/557_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_851.jpeg,557_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_851.jpeg,hand/KA_8,KA_8,557,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_851,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 851
hand/KA_8/564_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_797.jpeg,564_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_797.jpeg,hand/KA_8,KA_8,564,1,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_797,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 797
hand/KA_8/564_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_797.jpeg,564_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_797.jpeg,hand/KA_8,KA_8,564,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_797,,0,sibling_scan_of=564_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_797.jpeg,1,archief grootseminarie brugge|fonds ten duinen-ter doest 797
hand/KA_8/570_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_1040.jpeg,570_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_1040.jpeg,hand/KA_8,KA_8,570,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_1040,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 1040
hand/KA_8/574_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_942.jpeg,574_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_942.jpeg,hand/KA_8,KA_8,574,2,1,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_942,,1,,1,archief grootseminarie brugge|fonds ten duinen-ter doest 942
hand/KA_8/577_2_RAGent K21_151.jpeg,577_2_RAGent K21_151.jpeg,hand/KA_8,KA_8,577,2,1,RA Gent,K21_151,,1,,1,ra gent|k21 151
hand/KA_8/577_3_RAGent K21_151.jpeg,577_3_RAGent K21_151.jpeg,hand/KA_8,KA_8,577,3,1,RA Gent,K21_151,,0,sibling_scan_of=577_2_RAGent K21_151.jpeg,1,ra gent|k21 151
hand/KA_8/577_4_RAGent K21_151.jpeg,577_4_RAGent K21_151.jpeg,hand/KA_8,KA_8,577,4,1,RA Gent,K21_151,,0,sibling_scan_of=577_2_RAGent K21_151.jpeg,1,ra gent|k21 151
hand/KA_8/587_2_RA Bergen_AEM.01.151_12.jpeg,587_2_RA Bergen_AEM.01.151_12.jpeg,hand/KA_8,KA_8,587,2,1,RA Bergen,AEM.01.151_12,,1,,1,ra bergen|aem 01 151 12
hand/KA_8/58_1_SAGent_94_89.jpg,58_1_SAGent_94_89.jpg,hand/KA_8,KA_8,58,1,1,SA Gent,94_89,,1,,1,sa gent|94 89
hand/KA_8/58_5_SAGent_94_89.jpeg,58_5_SAGent_94_89.jpeg,hand/KA_8,KA_8,58,5,1,SA Gent,94_89,,0,sibling_scan_of=58_1_SAGent_94_89.jpg,1,sa gent|94 89
hand/KA_8/594_2_RAGent K6_5.jpeg,594_2_RAGent K6_5.jpeg,hand/KA_8,KA_8,594,2,1,RA Gent,K6_5,,1,,1,ra gent|k6 5
hand/KA_8/599_2_RAGent K144_43.jpeg,599_2_RAGent K144_43.jpeg,hand/KA_8,KA_8,599,2,1,RA Gent,K144_43,,1,,1,ra gent|k144 43
hand/KA_8/599_3_RAGent K144_43.jpeg,599_3_RAGent K144_43.jpeg,hand/KA_8,KA_8,599,3,1,RA Gent,K144_43,,0,sibling_scan_of=599_2_RAGent K144_43.jpeg,1,ra gent|k144 43
hand/KA_8/599_4_RAGent K144_43.jpeg,599_4_RAGent K144_43.jpeg,hand/KA_8,KA_8,599,4,1,RA Gent,K144_43,,0,sibling_scan_of=599_2_RAGent K144_43.jpeg,1,ra gent|k144 43
hand/KA_8/601_2_Bisschoppelijk Archief Brugge A249_286.jpeg,601_2_Bisschoppelijk Archief Brugge A249_286.jpeg,hand/KA_8,KA_8,601,2,1,Bisschoppelijk Archief Brugge,A249_286,,1,,1,bisschoppelijk archief brugge|a249 286
hand/KA_8/602_2_Bisschoppelijk Archief Brugge A249_294.jpeg,602_2_Bisschoppelijk Archief Brugge A249_294.jpeg,hand/KA_8,KA_8,602,2,1,Bisschoppelijk Archief Brugge,A249_294,,1,,1,bisschoppelijk archief brugge|a249 294
hand/KA_8/604_2_Bisschoppelijk Archief Brugge A249_307.jpeg,604_2_Bisschoppelijk Archief Brugge A249_307.jpeg,hand/KA_8,KA_8,604,2,1,Bisschoppelijk Archief Brugge,A249_307,,1,,1,bisschoppelijk archief brugge|a249 307
hand/KA_8/623_2_SABrugge Fonds Veranneman_3.jpeg,623_2_SABrugge Fonds Veranneman_3.jpeg,hand/KA_8,KA_8,623,2,1,SA Brugge,Fonds Veranneman_3,,1,,1,sa brugge|fonds veranneman 3
hand/KA_8/623_3_SABrugge Fonds Veranneman_3.jpeg,623_3_SABrugge Fonds Veranneman_3.jpeg,hand/KA_8,KA_8,623,3,1,SA Brugge,Fonds Veranneman_3,,0,sibling_scan_of=623_2_SABrugge Fonds Veranneman_3.jpeg,1,sa brugge|fonds veranneman 3
hand/KA_8/62_1_RAGent_K99_828 (Groot).jpeg,62_1_RAGent_K99_828 (Groot).jpeg,hand/KA_8,KA_8,62,1,1,RA Gent,K99_828,Groot,1,,1,ra gent|k99 828
hand/KA_8/62_2_RAGent_K99_828 (Groot).jpeg,62_2_RAGent_K99_828 (Groot).jpeg,hand/KA_8,KA_8,62,2,1,RA Gent,K99_828,Groot,0,sibling_scan_of=62_1_RAGent_K99_828 (Groot).jpeg,1,ra gent|k99 828
hand/KA_8/631_2_ADN Lille 30H 29_562.jpeg,631_2_ADN Lille 30H 29_562.jpeg,hand/KA_8,KA_8,631,2,1,ADN Lille,30H 29_562,,1,,1,adn lille|30h 29 562
hand/KA_8/632_3_ADN Lille 36H 360_5099A.jpeg,632_3_ADN Lille 36H 360_5099A.jpeg,hand/KA_8,KA_8,632,3,1,ADN Lille,36H 360_5099A,,1,,1,adn lille|36h 360 5099a
hand/KA_8/632_4_ADN Lille 36H 360_5099A.jpeg,632_4_ADN Lille 36H 360_5099A.jpeg,hand/KA_8,KA_8,632,4,1,ADN Lille,36H 360_5099A,,0,sibling_scan_of=632_3_ADN Lille 36H 360_5099A.jpeg,1,adn lille|36h 360 5099a
hand/KA_8/639_2_ADN Lille B 1345_2357.jpeg,639_2_ADN Lille B 1345_2357.jpeg,hand/KA_8,KA_8,639,2,1,ADN Lille,B 1345_2357,,1,,1,adn lille|b 1345 2357
hand/KA_8/639_3_ADN Lille B 1345_2357.jpeg,639_3_ADN Lille B 1345_2357.jpeg,hand/KA_8,KA_8,639,3,1,ADN Lille,B 1345_2357,,0,sibling_scan_of=639_2_ADN Lille B 1345_2357.jpeg,1,adn lille|b 1345 2357
hand/KA_8/640_2_ADN Lille B 1550_1095bis.jpeg,640_2_ADN Lille B 1550_1095bis.jpeg,hand/KA_8,KA_8,640,2,1,ADN Lille,B 1550_1095bis,,1,,1,adn lille|b 1550 1095bis
hand/KA_8/641_2_ADN Lille B 1528_1709.jpeg,641_2_ADN Lille B 1528_1709.jpeg,hand/KA_8,KA_8,641,2,1,ADN Lille,B 1528_1709,,1,,1,adn lille|b 1528 1709
hand/KA_8/642_2_ADN Lille 1G 196_1060.jpeg,642_2_ADN Lille 1G 196_1060.jpeg,hand/KA_8,KA_8,642,2,1,ADN Lille,1G 196_1060,,1,,1,adn lille|1g 196 1060
hand/KA_8/645_2_ADN Lille 16G 159_1556.jpeg,645_2_ADN Lille 16G 159_1556.jpeg,hand/KA_8,KA_8,645,2,1,ADN Lille,16G 159_1556,,1,,1,adn lille|16g 159 1556
hand/KA_8/648_2_ADN Lille 16G 86_891.jpeg,648_2_ADN Lille 16G 86_891.jpeg,hand/KA_8,KA_8,648,2,1,ADN Lille,16G 86_891,,1,,1,adn lille|16g 86 891
hand/KA_8/648_3_ADN Lille 16G 86_891.jpeg,648_3_ADN Lille 16G 86_891.jpeg,hand/KA_8,KA_8,648,3,1,ADN Lille,16G 86_891,,0,sibling_scan_of=648_2_ADN Lille 16G 86_891.jpeg,1,adn lille|16g 86 891
hand/KA_8/649_2_ADN Lille 16G 86_892.jpeg,649_2_ADN Lille 16G 86_892.jpeg,hand/KA_8,KA_8,649,2,1,ADN Lille,16G 86_892,,1,,1,adn lille|16g 86 892
