doc_id,n_files,n_filenames,n_scans,keep_filename,drop_filenames,hands,repository,shelfmark,main_relative_path
368,1,1,1,368_2_ADN Lille_51H 4_24.jpeg,,KA_8,ADN Lille,51H 4_24,hand/KA_8/368_2_ADN Lille_51H 4_24.jpeg
369,1,1,1,369_1_ADN Lille_51H 4_25 (Groot).JPG,,,ADN Lille,51H 4_25,unattributed/369_1_ADN Lille_51H 4_25 (Groot).JPG
372,1,1,1,372_1_ADN Lille_51H4_23 (Groot).JPG,,KA_8,ADN Lille,51H4_23,hand/KA_8/372_1_ADN Lille_51H4_23 (Groot).JPG
373,1,1,1,373_1_ADN Lille 51H 26_149.jpeg,,,ADN Lille,51H 26_149,unattributed/373_1_ADN Lille 51H 26_149.jpeg
374,2,2,2,374_1_ADN Lille_51H26_154 (Groot).JPG,374_2_ADN Lille_51H26_154 (Groot).JPG,KA_8,ADN Lille,51H26_154,hand/KA_8/374_1_ADN Lille_51H26_154 (Groot).JPG
376,2,2,2,376_2_ADN Lille_59H 5_42.jpeg,376_3_ADN Lille_59H 5_42.jpeg,KA_8,ADN Lille,59H 5_42,hand/KA_8/376_2_ADN Lille_59H 5_42.jpeg
379,2,2,2,379_1_ADN Lille_59H 5_45 (Groot).JPG,379_2_ADN Lille_59H5_45 (Groot).JPG,KA_8,ADN Lille,59H 5_45,hand/KA_8/379_1_ADN Lille_59H 5_45 (Groot).JPG
380,2,2,2,380_2_ADN Lille_59H 5_46.jpeg,380_4_ADN Lille_59H 5_46.jpeg,KA_8,ADN Lille,59H 5_46,hand/KA_8/380_2_ADN Lille_59H 5_46.jpeg
382,1,1,1,382_2_ADN Lille_59H 30_141.jpeg,,,ADN Lille,59H 30_141,unattributed/382_2_ADN Lille_59H 30_141.jpeg
384,1,1,1,384_3_ADN Lille_59H71_309 (Groot).JPG,,KA_8,ADN Lille,59H71_309,hand/KA_8/384_3_ADN Lille_59H71_309 (Groot).JPG
386,1,1,1,386_2_ADN Lille_127H30_215.jpeg,,,ADN Lille,127H30_215,unattributed/386_2_ADN Lille_127H30_215.jpeg
409,1,1,1,409_3_ADN Lille_211H1_2 (Groot).JPG,,KA_8,ADN Lille,211H1_2,hand/KA_8/409_3_ADN Lille_211H1_2 (Groot).JPG
415,1,1,1,415_1_ADN Lille 31H54_841 (DiBe 22526).jpg,,KA_8,ADN Lille,31H54_841,hand/KA_8/415_1_ADN Lille 31H54_841 (DiBe 22526).jpg
446,2,2,2,446_3_RAGent K14_2987.jpeg,446_5_RAGent K14_2987.jpeg,KA_8,RA Gent,K14_2987,hand/KA_8/446_3_RAGent K14_2987.jpeg
452,1,1,1,452_2_RAGent K131_5..jpeg,,,RA Gent,K131_5,unattributed/452_2_RAGent K131_5..jpeg
453,1,1,1,453_2_RAGent K131_18.jpeg,,,RA Gent,K131_18,unattributed/453_2_RAGent K131_18.jpeg
457,1,1,1,457_2_RAGent_K16_34.jpeg,,,RA Gent,K16_34,unattributed/457_2_RAGent_K16_34.jpeg
458,2,1,1,458_2_RAGent_K16_39.jpeg,,KA_10|KA_8,RA Gent,K16_39,hand/KA_10/458_2_RAGent_K16_39.jpeg
459,2,2,2,459_1_ARA T014_2011.jpeg,459_2_ARA T014_2011.jpeg,KA_8,ARA,T014_2011,hand/KA_8/459_1_ARA T014_2011.jpeg
462,1,1,1,462_2_ARA T014_2275.jpeg,,KA_9,ARA,T014_2275,hand/KA_9/462_2_ARA T014_2275.jpeg
464,1,1,1,464_1_RAGent K122_2.jpg,,KA_9,RA Gent,K122_2,hand/KA_9/464_1_RAGent K122_2.jpg
468,1,1,1,468_1_SAGent_94_77.jpeg,,KA_8,SA Gent,94_77,hand/KA_8/468_1_SAGent_94_77.jpeg
469,1,1,1,469_RAKortrijk_23-3_390.jpg,,KA_7,RA Kortrijk,23-3_390,hand/KA_7/469_RAKortrijk_23-3_390.jpg
470,1,1,1,470_1_RAGent GW1_140.jpg,,,RA Gent,GW1_140,unattributed/470_1_RAGent GW1_140.jpg
476,1,1,1,476_3_ADN Lille_B 1260_868.jpeg,,KA_2,ADN Lille,B 1260_868,hand/KA_2/476_3_ADN Lille_B 1260_868.jpeg
477,1,1,1,477_2_ADN Lille B 1359_1293.jpeg,,KA_8,ADN Lille,B 1359_1293,hand/KA_8/477_2_ADN Lille B 1359_1293.jpeg
478,1,1,1,478_2_ADN Lille B 1549_1407.jpeg,,,ADN Lille,B 1549_1407,unattributed/478_2_ADN Lille B 1549_1407.jpeg
479,1,1,1,479_3_ADN Lille B 4033_1431.jpeg,,,ADN Lille,B 4033_1431,unattributed/479_3_ADN Lille B 4033_1431.jpeg
482,1,1,1,482_3_ADN Lille B 4033_1514.jpeg,,KA_8,ADN Lille,B 4033_1514,hand/KA_8/482_3_ADN Lille B 4033_1514.jpeg
489,1,1,1,489_AM Lille_PAT-169-3753.jpg,,KA_9,AM Lille,PAT-169-3753,hand/KA_9/489_AM Lille_PAT-169-3753.jpg
490,1,1,1,490_1_AM Lille_PAT-42-912.jpg,,,AM Lille,PAT-42-912,unattributed/490_1_AM Lille_PAT-42-912.jpg
491,1,1,1,491_1_AM Lille_PAT-42-913.jpg,,,AM Lille,PAT-42-913,unattributed/491_1_AM Lille_PAT-42-913.jpg
493,1,1,1,493_AM Lille_PAT-155-2857.jpg,,KA_6,AM Lille,PAT-155-2857,hand/KA_6/493_AM Lille_PAT-155-2857.jpg
495,1,1,1,495_AM Lille_PAT-169-3752.jpg,,,AM Lille,PAT-169-3752,unattributed/495_AM Lille_PAT-169-3752.jpg
496,1,1,1,496_AM Lille_PAT-169-3757.jpg,,,AM Lille,PAT-169-3757,unattributed/496_AM Lille_PAT-169-3757.jpg
497,1,1,1,497_1_ADNLille_27H 17_273.JPG,,KA_7,ADN Lille,27H 17_273,hand/KA_7/497_1_ADNLille_27H 17_273.JPG
498,1,1,1,498_1_ADNLille_30 H 31_590.JPG,,,ADN Lille,30 H 31_590,unattributed/498_1_ADNLille_30 H 31_590.JPG
499,1,1,1,499_1_ADNLille_30 H 59_938.JPG,,KA_6,ADN Lille,30 H 59_938,hand/KA_6/499_1_ADNLille_30 H 59_938.JPG
501,1,1,1,501_1_ADNLille_31 H 51_819.JPG,,,ADN Lille,31 H 51_819,unattributed/501_1_ADNLille_31 H 51_819.JPG
502,1,1,1,502_1_ADNLille_36 H 69_788.JPG,,,ADN Lille,36 H 69_788,unattributed/502_1_ADNLille_36 H 69_788.JPG
503,1,1,1,503_1_ADNLille_40 H 556_1345A.JPG,,,ADN Lille,40 H 556_1345A,unattributed/503_1_ADNLille_40 H 556_1345A.JPG
504,1,1,1,504_1_ADNLille_40 H 556_1345.JPG,,KA_6,ADN Lille,40 H 556_1345,hand/KA_6/504_1_ADNLille_40 H 556_1345.JPG
505,1,1,1,505_1_ADNLille_40 H 556_1346.JPG,,,ADN Lille,40 H 556_1346,unattributed/505_1_ADNLille_40 H 556_1346.JPG
506,1,1,1,506_1_ADNLille_40 H 556_1347.JPG,,,ADN Lille,40 H 556_1347,unattributed/506_1_ADNLille_40 H 556_1347.JPG
507,1,1,1,507_1_ADNLille_49 H 19_70.JPG,,KA_3,ADN Lille,49 H 19_70,hand/KA_3/507_1_ADNLille_49 H 19_70.JPG
508,1,1,1,508_ADN Lille_Archives hospitalières de la ville de Lille - I. Hôpital Comtesse - Titres isolés-44.JPG,,KA_3,ADN Lille,Archives hospitalières de la ville de Lille - I. Hôpital Comtesse - Titres isolés-44,hand/KA_3/508_ADN Lille_Archives hospitalières de la ville de Lille - I. Hôpital Comtesse - Titres isolés-44.JPG
510,1,1,1,510_1_ADN Lille_Archives hospitalières de la ville de Lille - I. Hôpital Comtesse - Titres isolés-49.JPG,,KA_2,ADN Lille,Archives hospitalières de la ville de Lille - I. Hôpital Comtesse - Titres isolés-49,hand/KA_2/510_1_ADN Lille_Archives hospitalières de la ville de Lille - I. Hôpital Comtesse - Titres isolés-49.JPG
514,1,1,1,514_1_ADN Lille_Archives hospitalières de Lille I. Hôpital Comtesse Titres isolés-43_2.JPG,,KA_2,ADN Lille,Archives hospitalières de Lille I. Hôpital Comtesse Titres isolés-43_2,hand/KA_2/514_1_ADN Lille_Archives hospitalières de Lille I. Hôpital Comtesse Titres isolés-43_2.JPG
515,1,1,1,515_1_ADN Lille_Archives hospitalières de Seclin B 1_1.JPG,,,ADN Lille,Archives hospitalières de Seclin B 1_1,unattributed/515_1_ADN Lille_Archives hospitalières de Seclin B 1_1.JPG
516,1,1,1,516_1_ADN Lille_Archives hospitalières de Seclin B 1_2.JPG,,,ADN Lille,Archives hospitalières de Seclin B 1_2,unattributed/516_1_ADN Lille_Archives hospitalières de Seclin B 1_2.JPG
517,1,1,1,517_1_ADN Lille_Archives hospitalières de Seclin B 1_3.JPG,,KA_9,ADN Lille,Archives hospitalières de Seclin B 1_3,hand/KA_9/517_1_ADN Lille_Archives hospitalières de Seclin B 1_3.JPG
518,1,1,1,518_1_ADN Lille_Archives hospitalières de Seclin B 1_4.JPG,,KA_7,ADN Lille,Archives hospitalières de Seclin B 1_4,hand/KA_7/518_1_ADN Lille_Archives hospitalières de Seclin B 1_4.JPG
519,1,1,1,519_1_ADN Lille_Archives hospitalières de Seclin B 1_8.JPG,,,ADN Lille,Archives hospitalières de Seclin B 1_8,unattributed/519_1_ADN Lille_Archives hospitalières de Seclin B 1_8.JPG
520,1,1,1,520_1_ADN Lille_Archives hospitalières de Seclin B 6_183.JPG,,KA_8,ADN Lille,Archives hospitalières de Seclin B 6_183,hand/KA_8/520_1_ADN Lille_Archives hospitalières de Seclin B 6_183.JPG
521,1,1,1,521_1_ADN Lille_B 1373_973.JPG,,KA_10,ADN Lille,B 1373_973,hand/KA_10/521_1_ADN Lille_B 1373_973.JPG
522,1,1,1,522_1_ADN Lille_B 1470_842.JPG,,,ADN Lille,B 1470_842,unattributed/522_1_ADN Lille_B 1470_842.JPG
524,1,1,1,524_1_ADN Lille_B 1517_895.JPG,,KA_7,ADN Lille,B 1517_895,hand/KA_7/524_1_ADN Lille_B 1517_895.JPG
525,1,1,1,525_1_ADN Lille_B 1528_835.JPG,,KA_6,ADN Lille,B 1528_835,hand/KA_6/525_1_ADN Lille_B 1528_835.JPG
526,1,1,1,526_1_ADN Lille_B 1532_834.JPG,,KA_2,ADN Lille,B 1532_834,hand/KA_2/526_1_ADN Lille_B 1532_834.JPG
527,1,1,1,527_1_ADN Lille_B 1534_827.JPG,,KA_5,ADN Lille,B 1534_827,hand/KA_5/527_1_ADN Lille_B 1534_827.JPG
528,1,1,1,528_3_ADN Lille B 396_863.jpeg,,KA_2,ADN Lille,B 396_863,hand/KA_2/528_3_ADN Lille B 396_863.jpeg
529,1,1,1,529_ADA Troyes_3H 267.jpg,,,ADA Troyes,3H 267,unattributed/529_ADA Troyes_3H 267.jpg
530,1,1,1,530_2_RA Bergen_AEM.02.144_100.jpeg,,KA_2,RA Bergen,AEM.02.144_100,hand/KA_2/530_2_RA Bergen_AEM.02.144_100.jpeg
531,1,1,1,531_2_RA Bergen_AEM.02.144_101.jpeg,,,RA Bergen,AEM.02.144_101,unattributed/531_2_RA Bergen_AEM.02.144_101.jpeg
535,1,1,1,535_1_ADN Lille_Archives hospitalières de Lille - I. Hôpital Comtesse - Titres isolés-47_2.jpeg,,,ADN Lille,Archives hospitalières de Lille - I. Hôpital Comtesse - Titres isolés-47_2,unattributed/535_1_ADN Lille_Archives hospitalières de Lille - I. Hôpital Comtesse - Titres isolés-47_2.jpeg
547,1,1,1,547_1_SAGent_94_65.jpg,,KA_9,SA Gent,94_65,hand/KA_9/547_1_SAGent_94_65.jpg
548,1,1,1,548_1_SAGent_94_67.jpg,,KA_9,SA Gent,94_67,hand/KA_9/548_1_SAGent_94_67.jpg
549,1,1,1,549_4_SAGent 94_76.jpeg,,KA_8,SA Gent,94_76,hand/KA_8/549_4_SAGent 94_76.jpeg
550,1,1,1,550_2_ADN Lille B445_1193.jpeg,,KA_8,ADN Lille,B445_1193,hand/KA_8/550_2_ADN Lille B445_1193.jpeg
551,1,1,1,551_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_1056.jpeg,,KA_10,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_1056,hand/KA_10/551_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_1056.jpeg
553,1,1,1,553_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_988.jpeg,,KA_11,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_988,hand/KA_11/553_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_988.jpeg
555,1,1,1,555_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_883.jpeg,,KA_8,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_883,hand/KA_8/555_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_883.jpeg
556,1,1,1,556_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_854.jpeg,,KA_8,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_854,hand/KA_8/556_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_854.jpeg
557,1,1,1,557_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_851.jpeg,,KA_8,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_851,hand/KA_8/557_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_851.jpeg
558,1,1,1,558_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_845.jpeg,,KA_9,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_845,hand/KA_9/558_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_845.jpeg
559,1,1,1,559_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_828.jpeg,,KA_9,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_828,hand/KA_9/559_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_828.jpeg
561,1,1,1,561_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_826.jpeg,,,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_826,unattributed/561_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_826.jpeg
562,1,1,1,562_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_808.jpeg,,KA_9,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_808,hand/KA_9/562_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_808.jpeg
564,2,2,2,564_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_797.jpeg,564_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_797.jpeg,KA_8,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_797,hand/KA_8/564_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_797.jpeg
566,2,2,2,566_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_342.jpeg,566_3_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_342.jpeg,,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_342,unattributed/566_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_342.jpeg
567,2,2,2,567_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_333.jpeg,567_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_333.jpeg,,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_333,unattributed/567_1_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_333.jpeg
570,1,1,1,570_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_1040.jpeg,,KA_8,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_1040,hand/KA_8/570_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_1040.jpeg
571,1,1,1,571_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_1010.jpeg,,KA_10,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_1010,hand/KA_10/571_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_1010.jpeg
572,1,1,1,572_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_983.jpeg,,KA_10,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_983,hand/KA_10/572_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_983.jpeg
573,1,1,1,573_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_977.jpeg,,KA_10,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_977,hand/KA_10/573_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_977.jpeg
574,1,1,1,574_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_942.jpeg,,KA_8,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_942,hand/KA_8/574_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_942.jpeg
575,2,2,2,575_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_325.jpeg,575_3_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_325.jpeg,,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_325,unattributed/575_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_325.jpeg
576,2,2,2,576_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_324.jpeg,576_3_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_324.jpeg,,Archief Grootseminarie Brugge,Fonds Ten Duinen-Ter Doest_324,unattributed/576_2_Archief Grootseminarie Brugge_Fonds Ten Duinen-Ter Doest_324.jpeg
577,3,3,3,577_2_RAGent K21_151.jpeg,577_3_RAGent K21_151.jpeg|577_4_RAGent K21_151.jpeg,KA_8,RA Gent,K21_151,hand/KA_8/577_2_RAGent K21_151.jpeg
578,1,1,1,578_2_RAGent K21_183.jpeg,,KA_11,RA Gent,K21_183,hand/KA_11/578_2_RAGent K21_183.jpeg
579,1,1,1,579_2_RAGent K21_124.jpeg,,KA_1,RA Gent,K21_124,hand/KA_1/579_2_RAGent K21_124.jpeg
580,1,1,1,580_2_RAGent K21_119.jpeg,,,RA Gent,K21_119,unattributed/580_2_RAGent K21_119.jpeg
581,2,2,2,581_2_RAGent K21_108.jpeg,581_3_RAGent K21_108.jpeg,KA_1,RA Gent,K21_108,hand/KA_1/581_2_RAGent K21_108.jpeg
582,2,2,2,582_1_RAGent K99_610.jpeg,582_3_RAGent K99_610.jpeg,,RA Gent,K99_610,unattributed/582_1_RAGent K99_610.jpeg
583,3,3,3,583_1_RAGent K99_726A.jpeg,583_2_RAGent K99_726A.jpeg|583_3_RAGent K99_726A.jpeg,KA_10,RA Gent,K99_726A,hand/KA_10/583_1_RAGent K99_726A.jpeg
584,1,1,1,584_1_Archief Grootseminarie Brugge_Fonds Spermalie_20.jpeg,,,Archief Grootseminarie Brugge,Fonds Spermalie_20,unattributed/584_1_Archief Grootseminarie Brugge_Fonds Spermalie_20.jpeg
585,1,1,1,585_1_Archief Grootseminarie Brugge_Fonds Spermalie_24.jpeg,,,Archief Grootseminarie Brugge,Fonds Spermalie_24,unattributed/585_1_Archief Grootseminarie Brugge_Fonds Spermalie_24.jpeg
586,2,2,2,586_2_RA Bergen_AEM.01.151_7..jpeg,586_3_RA Bergen_AEM.01.151_7..jpeg,,RA Bergen,AEM.01.151_7,unattributed/586_2_RA Bergen_AEM.01.151_7..jpeg
587,1,1,1,587_2_RA Bergen_AEM.01.151_12.jpeg,,KA_8,RA Bergen,AEM.01.151_12,hand/KA_8/587_2_RA Bergen_AEM.01.151_12.jpeg
588,2,2,2,588_1_RA Bergen_AEM.01.151_14.jpeg,588_2_RA Bergen_AEM.01.151_14.jpeg,KA_10,RA Bergen,AEM.01.151_14,hand/KA_10/588_1_RA Bergen_AEM.01.151_14.jpeg
594,1,1,1,594_2_RAGent K6_5.jpeg,,KA_8,RA Gent,K6_5,hand/KA_8/594_2_RAGent K6_5.jpeg
595,1,1,1,595_1_RAGent_GW5_3.jpg,,,RA Gent,GW5_3,unattributed/595_1_RAGent_GW5_3.jpg
597,1,1,1,597_2_RAGent K95_14.jpeg,,KA_10,RA Gent,K95_14,hand/KA_10/597_2_RAGent K95_14.jpeg
598,1,1,1,598_2_RAGent K174_240.jpeg,,KA_10,RA Gent,K174_240,hand/KA_10/598_2_RAGent K174_240.jpeg
599,3,3,3,599_2_RAGent K144_43.jpeg,599_3_RAGent K144_43.jpeg|599_4_RAGent K144_43.jpeg,KA_8,RA Gent,K144_43,hand/KA_8/599_2_RAGent K144_43.jpeg
600,1,1,1,600_2_Bisschoppelijk Archief Brugge A249_271.jpeg,,,Bisschoppelijk Archief Brugge,A249_271,unattributed/600_2_Bisschoppelijk Archief Brugge A249_271.jpeg
601,1,1,1,601_2_Bisschoppelijk Archief Brugge A249_286.jpeg,,KA_8,Bisschoppelijk Archief Brugge,A249_286,hand/KA_8/601_2_Bisschoppelijk Archief Brugge A249_286.jpeg
602,1,1,1,602_2_Bisschoppelijk Archief Brugge A249_294.jpeg,,KA_8,Bisschoppelijk Archief Brugge,A249_294,hand/KA_8/602_2_Bisschoppelijk Archief Brugge A249_294.jpeg
603,1,1,1,603_2_Bisschoppelijk Archief Brugge A249_302.jpeg,,,Bisschoppelijk Archief Brugge,A249_302,unattributed/603_2_Bisschoppelijk Archief Brugge A249_302.jpeg
604,1,1,1,604_2_Bisschoppelijk Archief Brugge A249_307.jpeg,,KA_8,Bisschoppelijk Archief Brugge,A249_307,hand/KA_8/604_2_Bisschoppelijk Archief Brugge A249_307.jpeg
606,2,2,2,606_2_Bisschoppelijk Archief Brugge A248_249.jpeg,606_3_Bisschoppelijk Archief Brugge A248_249.jpeg,,Bisschoppelijk Archief Brugge,A248_249,unattributed/606_2_Bisschoppelijk Archief Brugge A248_249.jpeg
607,1,1,1,607_2_Bisschoppelijk Archief Brugge C354_17.jpeg,,KA_10,Bisschoppelijk Archief Brugge,C354_17,hand/KA_10/607_2_Bisschoppelijk Archief Brugge C354_17.jpeg
608,1,1,1,608_2_Bisschoppelijk Archief Brugge C354_19.jpeg,,,Bisschoppelijk Archief Brugge,C354_19,unattributed/608_2_Bisschoppelijk Archief Brugge C354_19.jpeg
609,2,2,2,609_2_Bisschoppelijk Archief Brugge C354_20.jpeg,609_3_Bisschoppelijk Archief Brugge C354_20.jpeg,KA_10,Bisschoppelijk Archief Brugge,C354_20,hand/KA_10/609_2_Bisschoppelijk Archief Brugge C354_20.jpeg
612,1,1,1,612_2_Bisschoppelijk Archief Brugge C419_1.jpeg,,,Bisschoppelijk Archief Brugge,C419_1,unattributed/612_2_Bisschoppelijk Archief Brugge C419_1.jpeg
613,2,2,2,613_2_Bisschoppelijk Archief Brugge C419_8.jpeg,613_3_Bisschoppelijk Archief Brugge C419_8.jpeg,KA_10,Bisschoppelijk Archief Brugge,C419_8,hand/KA_10/613_2_Bisschoppelijk Archief Brugge C419_8.jpeg
615,3,3,3,615_2_RAGent K78_296.jpeg,615_3_RAGent K78_296.jpeg|615_4_RAGent K78_296.jpeg,KA_1,RA Gent,K78_296,hand/KA_1/615_2_RAGent K78_296.jpeg
616,1,1,1,616_2_RAGent K78_301.jpeg,,,RA Gent,K78_301,unattributed/616_2_RAGent K78_301.jpeg
617,2,2,2,617_2_RAGent K78_399.jpeg,617_3_RAGent K78_399.jpeg,KA_10,RA Gent,K78_399,hand/KA_10/617_2_RAGent K78_399.jpeg
618,2,2,2,618_2_RAGent K78_421.jpeg,618_3_RAGent K78_421.jpeg,KA_10,RA Gent,K78_421,hand/KA_10/618_2_RAGent K78_421.jpeg
619,2,2,2,619_3_RAGent K78_429.jpeg,619_4_RAGent K78_429.jpeg,KA_10,RA Gent,K78_429,hand/KA_10/619_3_RAGent K78_429.jpeg
620,2,2,2,620_2_RAGent K95_3..jpeg,620_3_RAGent K95_3..jpeg,KA_10,RA Gent,K95_3,hand/KA_10/620_2_RAGent K95_3..jpeg
621,2,2,2,621_2_RABrugge INV100_86.jpeg,621_3_RABrugge INV100_86.jpeg,,RA Brugge,INV100_86,unattributed/621_2_RABrugge INV100_86.jpeg
622,1,1,1,622_2_RABrugge INV120_7423.jpeg,,,RA Brugge,INV120_7423,unattributed/622_2_RABrugge INV120_7423.jpeg
623,2,2,2,623_2_SABrugge Fonds Veranneman_3.jpeg,623_3_SABrugge Fonds Veranneman_3.jpeg,KA_8,SA Brugge,Fonds Veranneman_3,hand/KA_8/623_2_SABrugge Fonds Veranneman_3.jpeg
624,1,1,1,624_1_SABrugge Fonds Bogardenschool_Reeks 1_2.jpeg,,KA_9,SA Brugge,Fonds Bogardenschool_Reeks 1_2,hand/KA_9/624_1_SABrugge Fonds Bogardenschool_Reeks 1_2.jpeg
628,2,2,2,628_3_ADN Lille 4G 215_3104.jpeg,628_8_ADN Lille 4G 215_3104.jpeg,,ADN Lille,4G 215_3104,unattributed/628_3_ADN Lille 4G 215_3104.jpeg
629,2,2,2,629_3_ADN Lille 4G 215_3110.jpeg,629_4_ADN Lille 4G 215_3110.jpeg,,ADN Lille,4G 215_3110,unattributed/629_3_ADN Lille 4G 215_3110.jpeg
630,2,2,2,630_2_ADN Lille 30H 14_181.jpeg,630_3_ADN Lille 30H 14_181.jpeg,,ADN Lille,30H 14_181,unattributed/630_2_ADN Lille 30H 14_181.jpeg
631,1,1,1,631_2_ADN Lille 30H 29_562.jpeg,,KA_8,ADN Lille,30H 29_562,hand/KA_8/631_2_ADN Lille 30H 29_562.jpeg
632,2,2,2,632_3_ADN Lille 36H 360_5099A.jpeg,632_4_ADN Lille 36H 360_5099A.jpeg,KA_8,ADN Lille,36H 360_5099A,hand/KA_8/632_3_ADN Lille 36H 360_5099A.jpeg
635,1,1,1,635_2_SAGent Fonds Bijlokehospitaal_7bis..jpeg,,KA_2,SA Gent,Fonds Bijlokehospitaal_7bis,hand/KA_2/635_2_SAGent Fonds Bijlokehospitaal_7bis..jpeg
637,1,1,1,637_2_ADN Lille B 1062_1493bis.jpeg,,KA_10,ADN Lille,B 1062_1493bis,hand/KA_10/637_2_ADN Lille B 1062_1493bis.jpeg
639,2,2,2,639_2_ADN Lille B 1345_2357.jpeg,639_3_ADN Lille B 1345_2357.jpeg,KA_8,ADN Lille,B 1345_2357,hand/KA_8/639_2_ADN Lille B 1345_2357.jpeg
640,1,1,1,640_2_ADN Lille B 1550_1095bis.jpeg,,KA_8,ADN Lille,B 1550_1095bis,hand/KA_8/640_2_ADN Lille B 1550_1095bis.jpeg
641,1,1,1,641_2_ADN Lille B 1528_1709.jpeg,,KA_8,ADN Lille,B 1528_1709,hand/KA_8/641_2_ADN Lille B 1528_1709.jpeg
642,1,1,1,642_2_ADN Lille 1G 196_1060.jpeg,,KA_8,ADN Lille,1G 196_1060,hand/KA_8/642_2_ADN Lille 1G 196_1060.jpeg
643,2,2,2,643_2_ADN Lille 16G 269_2398.jpeg,643_3_ADN Lille 16G 269_2398.jpeg,KA_1,ADN Lille,16G 269_2398,hand/KA_1/643_2_ADN Lille 16G 269_2398.jpeg
644,2,2,2,644_2_ADN Lille 16G 247_2071.jpeg,644_3_ADN Lille 16G 247_2071.jpeg,,ADN Lille,16G 247_2071,unattributed/644_2_ADN Lille 16G 247_2071.jpeg
